,Id,SalePrice
0,1461,116720.56961812085
1,1462,136180.1591764807
2,1463,171161.0098401897
3,1464,184071.08599264454
4,1465,178946.28207764833
5,1466,180980.0101451974
6,1467,159268.8108493161
7,1468,170302.41850793344
8,1469,174348.4720014114
9,1470,110208.27429007855
10,1471,169617.34488983444
11,1472,99488.63342559064
12,1473,99505.24948817854
13,1474,150139.78641493563
14,1475,131064.45867824108
15,1476,321838.58241110947
16,1477,214487.08180159662
17,1478,235350.02106478138
18,1479,237106.11439377567
19,1480,372481.2565950399
20,1481,283033.8585487097
21,1482,183182.59422135158
22,1483,131688.41114744384
23,1484,157397.8778349319
24,1485,170838.5072851309
25,1486,183182.4306878754
26,1487,309117.32998021453
27,1488,205484.58299443047
28,1489,176605.731647759
29,1490,177783.58795942954
30,1491,179219.13064181618
31,1492,90066.03900462849
32,1493,179573.69065261423
33,1494,275967.4587118461
34,1495,272972.33614031435
35,1496,184053.25613342485
36,1497,174183.6196076999
37,1498,157016.09228566135
38,1499,157373.33757670422
39,1500,140983.44867311558
40,1501,155386.30143828955
41,1502,151091.77819626
42,1503,237665.14429391472
43,1504,234043.22971704922
44,1505,185584.8317361589
45,1506,165156.35121538394
46,1507,209756.3939421408
47,1508,177308.6214497393
48,1509,163574.464753343
49,1510,130795.57042245832
50,1511,134310.4253019629
51,1512,155033.48008774896
52,1513,156008.07456557197
53,1514,140790.24780467854
54,1515,174395.16325047778
55,1516,159058.7926596829
56,1517,143492.73966394048
57,1518,131603.2480868916
58,1519,184558.55765456375
59,1520,123297.60759350163
60,1521,115694.00151452077
61,1522,172112.80726218654
62,1523,110723.65798609566
63,1524,118367.63131443036
64,1525,110639.82532117062
65,1526,109895.91202010858
66,1527,111571.02980519358
67,1528,133332.6825134044
68,1529,126461.62699220196
69,1530,175062.30830173925
70,1531,100697.0550278795
71,1532,88655.42014930952
72,1533,129987.09588914066
73,1534,121027.41383669179
74,1535,148283.10691165164
75,1536,113095.82687141135
76,1537,64635.045278050886
77,1538,162145.3004272007
78,1539,205675.2737229113
79,1540,80358.35446884953
80,1541,143414.48259014986
81,1542,131297.11547147654
82,1543,207414.07330614724
83,1544,70176.91568378586
84,1545,109699.64993638471
85,1546,124782.88746632126
86,1547,131601.46061810563
87,1548,122653.6778138579
88,1549,114749.19807950367
89,1550,131271.81485268506
90,1551,109659.66677114167
91,1552,130705.88838481433
92,1553,144887.05084299512
93,1554,110529.70817866901
94,1555,155027.1362460487
95,1556,78247.49341154766
96,1557,83333.8424755876
97,1558,90781.38999908103
98,1559,80066.32904103419
99,1560,133691.99130762267
100,1561,105192.93869089015
101,1562,126215.06216444167
102,1563,110100.98234782877
103,1564,142139.6316713262
104,1565,149031.54403551357
105,1566,206194.32544900154
106,1567,74266.69005757218
107,1568,199597.45850429745
108,1569,138311.1572379881
109,1570,129350.01152771917
110,1571,130287.15849723104
111,1572,137316.61851000125
112,1573,204550.08615910285
113,1574,98664.20286800415
114,1575,190740.08858625113
115,1576,193431.90120962035
116,1577,179900.2391347382
117,1578,134819.38916786315
118,1579,131623.65981000708
119,1580,189752.8449286363
120,1581,126276.2000534189
121,1582,121490.17148315646
122,1583,272599.9740106153
123,1584,224230.53743693046
124,1585,133309.7005743171
125,1586,73669.61876482355
126,1587,102533.2813010721
127,1588,137477.37211057468
128,1589,100292.43553474428
129,1590,128882.03121519605
130,1591,86046.63540880392
131,1592,98882.15324893927
132,1593,128923.56844660615
133,1594,117698.48301043965
134,1595,102896.98042907726
135,1596,205292.87897890666
136,1597,161610.38089486226
137,1598,182535.36419949352
138,1599,177475.09521933508
139,1600,181346.36947556166
140,1601,83049.37778442014
141,1602,114455.22498103911
142,1603,99694.99811977684
143,1604,226402.6844593673
144,1605,240370.84494907473
145,1606,157135.54496282717
146,1607,156186.76607168457
147,1608,185655.3275875531
148,1609,178176.06645445703
149,1610,149519.71835154103
150,1611,135830.7568734435
151,1612,149508.14733407856
152,1613,134465.3059402567
153,1614,109853.32336749056
154,1615,86837.61141664242
155,1616,77863.84289317577
156,1617,97672.40385657005
157,1618,117791.50053224312
158,1619,131793.41383366342
159,1620,135294.62565180086
160,1621,136465.6933719597
161,1622,143469.27330956323
162,1623,233588.78866640938
163,1624,187300.5386378429
164,1625,111380.44926665431
165,1626,157462.24624946094
166,1627,182156.98757870545
167,1628,268437.91688870214
168,1629,184945.6325783022
169,1630,278681.9656749011
170,1631,200058.76971361027
171,1632,219617.70732727222
172,1633,173959.14353796994
173,1634,183065.38538784257
174,1635,185256.35675811404
175,1636,145916.5039502034
176,1637,162577.6680019402
177,1638,178230.85667753575
178,1639,162293.38487017358
179,1640,239562.43366696202
180,1641,169865.83778909748
181,1642,211011.87535833896
182,1643,215187.56535458175
183,1644,218472.15462803334
184,1645,172492.96659847006
185,1646,149728.27654041653
186,1647,155677.83649984866
187,1648,125464.7572498288
188,1649,124820.17795933917
189,1650,105627.65502569513
190,1651,120983.04117458456
191,1652,100551.31248682675
192,1653,105809.44106539518
193,1654,144564.37046172563
194,1655,141525.71384319564
195,1656,147318.67735276563
196,1657,145457.62986068995
197,1658,148228.95554073167
198,1659,132922.10055314258
199,1660,137764.76545918113
200,1661,363234.9977729802
201,1662,373992.91909875424
202,1663,313022.85952436784
203,1664,362277.69963946345
204,1665,246178.39288852026
205,1666,270698.3424067855
206,1667,291008.11892594903
207,1668,289452.92676498997
208,1669,244453.36769485116
209,1670,273766.8577489513
210,1671,188765.45974213514
211,1672,305336.3911325352
212,1673,262898.8367277012
213,1674,210865.83108463767
214,1675,148830.7067390203
215,1676,149389.4356974872
216,1677,178913.1196692655
217,1678,316649.68675748364
218,1679,308152.63474776456
219,1680,278647.6019033049
220,1681,205930.48860180637
221,1682,251802.16756950424
222,1683,154826.9403383472
223,1684,160977.09110659274
224,1685,173253.8452694818
225,1686,157412.8345058007
226,1687,167882.75870465746
227,1688,178798.6012748771
228,1689,183940.79091039114
229,1690,189046.5465686644
230,1691,174709.37964571881
231,1692,287955.8228248593
232,1693,172639.76708664966
233,1694,183088.8697621111
234,1695,168458.927716964
235,1696,258321.50560293227
236,1697,170176.9811380801
237,1698,339735.95490134106
238,1699,285353.7547253901
239,1700,235586.68685684056
240,1701,245680.02217413377
241,1702,223026.60697719135
242,1703,237934.95561588343
243,1704,241883.82041319538
244,1705,196302.1262992401
245,1706,329878.55018413876
246,1707,177631.7635990434
247,1708,174350.11073731037
248,1709,218023.97007317448
249,1710,185143.00427344756
250,1711,255081.59740451927
251,1712,229368.8311599546
252,1713,203476.27750922163
253,1714,183258.10273589284
254,1715,198433.7024217822
255,1716,164460.6427457444
256,1717,162589.18618599005
257,1718,125765.8481658089
258,1719,197513.6401787275
259,1720,225779.10518165276
260,1721,152531.83404202847
261,1722,115158.40672841856
262,1723,139192.58213944893
263,1724,188554.47074892337
264,1725,230765.21201349527
265,1726,181117.99978791733
266,1727,144981.09978397106
267,1728,183655.6441492939
268,1729,157991.48561992598
269,1730,172458.4065459948
270,1731,120084.59210267493
271,1732,119696.40923888037
272,1733,111322.39315108267
273,1734,108810.95927141904
274,1735,125364.7915220093
275,1736,111419.4298538055
276,1737,263424.97080345993
277,1738,196765.89720643332
278,1739,243331.44255956422
279,1740,193559.69703668958
280,1741,163888.32806584597
281,1742,155386.30143828955
282,1743,162091.27722554287
283,1744,234289.2067898976
284,1745,167973.4189719974
285,1746,193622.02681755714
286,1747,226036.6335731199
287,1748,230863.40407000005
288,1749,141464.64636239078
289,1750,126478.48544545242
290,1751,248929.9937731577
291,1752,110718.47565303977
292,1753,141579.44543299184
293,1754,189871.93685958433
294,1755,145213.7519423019
295,1756,119864.02097597475
296,1757,114786.80247469721
297,1758,132863.6080901941
298,1759,147498.69357523308
299,1760,149816.00109807978
300,1761,125824.70937867388
301,1762,173510.59496454799
302,1763,166473.94282516188
303,1764,111852.9238564511
304,1765,148851.60280494473
305,1766,169909.89473208503
306,1767,204175.8648247505
307,1768,134118.50687815167
308,1769,172176.36141816893
309,1770,131797.6500242656
310,1771,115603.19097696079
311,1772,123183.6992135696
312,1773,115774.0598709828
313,1774,129889.71794278716
314,1775,127836.88843516052
315,1776,122693.83156581213
316,1777,112158.11348517635
317,1778,123520.0049031852
318,1779,124816.92576708275
319,1780,183254.635238358
320,1781,127141.3580846314
321,1782,80563.53427483741
322,1783,123178.85205371496
323,1784,108987.19656335581
324,1785,123161.73259444855
325,1786,131821.23539499677
326,1787,152859.82475662007
327,1788,49970.797577072095
328,1789,95951.89008068499
329,1790,78650.31757813459
330,1791,162247.8450068306
331,1792,143627.57839840272
332,1793,122759.59154931852
333,1794,139740.31178467112
334,1795,126764.29957366198
335,1796,129809.32389705227
336,1797,110893.06666417563
337,1798,112962.58796584971
338,1799,109379.21238094594
339,1800,125327.62463393531
340,1801,120455.69111176259
341,1802,146408.15875256798
342,1803,150280.4534997516
343,1804,132697.7805539011
344,1805,125198.09087626069
345,1806,112759.63176358839
346,1807,122257.23267152453
347,1808,122628.65417020321
348,1809,114896.02412996886
349,1810,150194.36132938883
350,1811,103583.806786999
351,1812,83940.4101298912
352,1813,116743.49242828246
353,1814,97345.0611535367
354,1815,54802.898735585535
355,1816,110102.73999230666
